Sentence,Sentiment,TestRandomSentiment,TestVaderSentiment,TestKerasSentiment
youre im jealous right miss living nyc,-1,0,-1,-1
im let reach thats sure im still present joint hon mon im sat,0,-1,1,0
wish pool,1,-1,1,1
test marketing try,0,-1,0,0
another day office sun woman eh keyboard,0,1,0,0
rush sitter pick,0,1,0,0
didnt give followfriday advice like told,0,0,1,1
awake sadly see today,-1,0,-1,-1
soo asleep juss mother dayy,-1,0,0,-1
awesome get,1,-1,1,1
go bed age ago get ta get early,-1,-1,0,0
totally chill day relax garden lovely weather shame go work tomorrow,0,-1,1,0
well hope good weekend even good day work moro already monday far good,1,-1,1,1
good rachel,1,1,1,1
get hit car get screw broken finger broken toe toe nail fed,-1,1,-1,-1
already miss,-1,1,-1,-1
get tip last night n earn money,0,0,0,0
bought pool instead go california pool broken waste vacation money next year,-1,1,-1,-1
listen lady gaga relative left mother day,0,0,0,0
cleaning find stuff sell im poor,-1,-1,-1,-1
omg drink rip hair,-1,0,0,-1
thank much,1,0,1,1
ahh normally would jump im man office solo today,0,0,0,0
mmm nothing lucky ive get great friend like u cheer,1,0,1,1
wats australia nice,-1,-1,-1,1
know one favorite song,1,-1,1,1
feel well nothing yesterday lay around hate miss youth leader bear swim get ta love youth,0,0,1,0
painting,0,0,0,0
oh no happen,0,0,-1,0
get ready launch podcast chapter turn left morning know youre excite,1,0,1,1
hard keep everything there whole twitter facebook talk real life impossible,-1,-1,-1,-1
clock work,0,1,0,0
also twitter follow u know late,0,0,0,0
kno sigh sux,-1,1,-1,-1
mr tweet think,0,-1,0,0
ive become one pathetic girl feel lonely without boyfriend hahaha miss already,-1,0,-1,-1
nicole ï½ rain make sure bring see pack train im today,0,-1,1,0
haha sorry past bedtime,-1,1,1,-1
texas next generation ti nothing pure title queen watch bad horror film,0,-1,-1,0
definitely miss listen spill miss see live well im stitch oh,-1,0,1,-1
great weekend wonderful people nice discussion lot fun together strong,1,-1,1,1
go bowling anymore friend,0,-1,1,0
im follow wear converse,0,-1,0,0
hun okay see alot post exercise like eat sleep,-1,-1,1,0
fun time concert almost get picture taylor freakin next line left,1,1,1,1
hm im happy want join drama practice today,1,-1,1,1
finally sync ipod,0,-1,0,0
register youll able buy next year saturday gon na internet wake early girl,0,-1,0,-1
dont really mean anything anymore l good old top pop every sat friday something,-1,0,1,0
im home yey get load ticket,0,0,0,0
nothing like wake slow morning doc appt today,0,1,-1,0
jealous im mike new favorite try kiss follow,0,1,1,0
im slightly disturbed hollyoaks tonight really dont think something show pm,-1,1,-1,-1
sad fitness center class anymore found today last class,-1,0,-1,-1
iï½m gon na go big house borrow si guitar play maybe write,0,0,1,0
morning coffee fresh air,1,1,1,0
oh good ive want watch movie would watch,-1,1,1,1
im goodnight twitterverse,0,-1,0,1
go tell suck,0,-1,-1,-1
friend x,0,0,1,0
summer,0,1,0,0
demi say hi enough please love much,1,0,1,1
boo im lonely bore,-1,1,-1,-1
hurt breathe,-1,-1,-1,-1
dream world battle evil later folk,0,1,-1,0
hot,-1,-1,0,-1
always get left,-1,0,0,0
surely upload could wait get home im enjoy party,1,1,1,1
might start min cant,0,1,0,0
yeah exactly fan hater u know wat wat u dnt even care anymore know truth,-1,1,1,0
take long install sb,-1,0,0,-1
go work typical sunshine deep sleep stupid friday,-1,1,-1,-1
saw squirrel get hit car walk anything could do,0,1,0,0
get first lesson rain meet white shirt one man tell like time smh,0,0,1,0
wait see star trek,0,0,0,0
boyfriend say something hear,0,1,0,0
degree crappy ac,-1,0,-1,-1
stuck nj past twenty minute great way start week,0,0,1,0
play simpson game d light _,0,0,1,0
give shoutout love uk,1,0,1,1
thats exactly prefer give money play outside house stupid internet connection always ruin wow,0,0,-1,-1
pretty good time work talk one,0,1,1,1
iced coffee christ taste nasty,-1,0,-1,-1
haha yeah think bit,0,0,1,0
first set,0,1,0,0
steal stuff man return much frog,-1,-1,-1,-1
word call mom lot yall happy mother day love,1,-1,1,1
know feel la miss wont see sunday,-1,0,-1,-1
dont wan na single rest life,1,-1,0,0
john poster inner fan girl dance joy,1,1,1,1
square b sad wasnt shes well square crochet bee,-1,-1,-1,-1
boil office air con,0,1,0,0
im ready weekend see flash flood around,0,0,0,0
hollyoaks curse justin strike date end screw poor,-1,0,-1,-1
hmm im disappointed make able enjoy one stomach full wish company help,0,-1,1,1
wish,0,0,1,1
ahh dave canada isnt include thats okay still love ya let get,1,1,1,1
nothing wrong think he hot,1,1,1,-1
morning welcome new follower tweet business pleasure fair warn,1,0,1,0
j sorry bad night hopefully workout update give little humor night,0,1,-1,0
congrats im still,0,-1,1,1
heyyy todayy,0,-1,0,0
yucky last soccer game season start friday,-1,-1,-1,-1
im con accord quiz,0,0,0,0
search ryan josh theyre really good,1,-1,1,1
happy finally may horror yet still held spirit,1,-1,1,1
cant set phone twitter,0,1,0,0
loll whats boyfriend suppose mean cold,-1,-1,0,-1
many tweet tonight well suppose normal person im skint,-1,0,1,0
go swim phone beach lol lose contact,0,-1,0,0
main event happen yet well far,1,0,1,0
sad leave soon,-1,1,-1,-1
ever need help let know,0,-1,1,0
ok lot boring thought matt bc,-1,0,0,-1
wish mother happy awesome mother day,1,-1,1,1
congrats dave anna surprise theater orlando,1,1,1,1
hey wont come town weekend dont day next friday,0,0,0,0
bore,-1,-1,-1,-1
night bud,0,0,0,0
think im jst abt do ur leavin jst love,0,1,1,0
hey haha yep negative comment get mad always haha,0,0,1,0
get home work tire,-1,-1,0,-1
spent whole day shopping dont really like shopping still fun foot didnt,0,1,1,1
one come,0,-1,0,0
thought ur account fake true sorry david,0,1,-1,0
brain gon na explode minute full number j im climb number,-1,0,1,-1
go buffalo wild wing meet best friend havent see forever bad cant eat food,-1,-1,1,-1
bad net issue wed couldnt tonight tho tune new bad mix,-1,1,-1,-1
_c cant find original ex model version much,-1,1,-1,-1
fantastic pick,1,-1,1,1
highlight day ive old man lecture idiot,0,1,-1,0
happy mother day mother every,1,0,1,1
bore bff doesnt want hang,-1,1,1,-1
great guy today look happy love let hang soon love yall,1,-1,1,1
yes please check position location map add,1,0,1,0
wow justin timberlake snl tonight hilarious get ta love dude,1,0,1,1
listen music super junior korea like way sing dance hope someday meet,1,0,1,1
plus go ugly betty channel show season next month well grrr,-1,1,-1,-1
send angry vibe blue hit car parking lot fail leave note,-1,-1,-1,-1
u guy go,0,1,0,0
love,1,-1,1,1
thanks retweet man quiet sunday morning hows,1,1,1,1
kinda nice break wont matter soon ill grad school,1,1,1,1
fun,1,-1,1,1
think coast capital sent work number,0,-1,1,0
sorry one hell day flood,-1,0,-1,-1
okay long youre right,0,1,1,0
thank know,1,0,1,1
coffee get cold blah,-1,-1,-1,-1
enjoy laker game guy since ill work,1,1,1,1
oh really give one week get home well get see,1,1,1,0
take horse pill hop get sleep tonight,1,-1,0,1
oh thats star trek go th already woo,1,-1,1,0
sure use tix sunday night may someone else youll first know interested,0,0,1,0
finally leave place woohoo school time,1,-1,1,1
wait new horror flick drag hell im really excite bad kc,0,0,-1,0
would welcome,1,0,1,1
left alone bore,-1,1,-1,-1
glad brought sorry ur foot gon na relax wit heel,-1,1,1,0
oh fan broke great heat like hot laptop warm well,-1,1,1,0
get late didnt close today close meet tonight show home,0,-1,0,0
aww man left work,0,1,0,0
way sleepy awake,0,-1,0,0
hello twitter,0,0,0,0
good day night life poor baby,-1,1,-1,0
finally home time work friday long weekend apparently client,0,1,0,0
sure wife seem like cool cat,1,0,1,1
ed awake andy doesnt feel hot shes still sleep,0,0,0,-1
wrong button music biz building,0,1,-1,-1
aw well im sorry dont like july reason,-1,0,-1,-1
drinking tea eat chip cooky go head sleep soon night,0,-1,0,0
love johnny im go hate see jay leno go,-1,1,1,0
wish mom world happy relax mother day may get spend day foot pamper,1,1,1,1
realy book side im sure,-1,-1,1,-1
spent whole day edit pro thing become quite pro give insane headache,0,1,-1,-1
month last year best festival ever,1,-1,1,1
say tom hello school,-1,0,0,0
bear concert tonight cant wait cold though,1,1,0,1
aww way make feel special,1,-1,1,1
charlie happens neglect yard whole spring thanks would love see yr dog,0,1,1,1
work way bottle maybe twin,0,-1,0,0
hate supply hot water put water min ago ill go min,-1,0,-1,-1
ï½ big one get away hmm old remember,0,-1,0,0
thank thats really sweet,1,0,1,1
run around town leave month,0,0,-1,0
want go back school sigh poor,-1,0,-1,-1
duh error part social networking isnt even room people,-1,1,-1,0
work tire want go bed,0,1,1,-1
ohh didnt double tweet ago,0,1,0,0
look old stuff found record old band band month ever heard,0,-1,0,0
read cause ill feel special haha,1,0,1,1
im fan day training im one sleepy girl,-1,-1,1,0
stoke maybe tomorrow,0,-1,0,0
feel bad get bad news mum,-1,1,-1,-1
want increase karma,0,0,1,0
oh please dont,-1,0,1,0
night twitter lovely happy yo momma day mummy,1,1,1,1
make tonight watch little kid swim watch movie haha love babysitting haha,1,-1,1,1
dont texting,0,0,0,0
there nothing bad work friday night wake saturday want babe,-1,0,1,-1
lol yeah cuz seem way sometimes,0,-1,1,0
know whats today star war day,0,-1,-1,0
right guy go,0,-1,0,0
thought career change,0,1,-1,0
ant apartment,0,0,0,0
nothing yet,0,0,0,0
cheese onion father say cheese,0,1,0,0
im need someone talk,-1,-1,0,0
welcome beautiful snow leopard,1,1,1,1
yes,0,0,1,0
hey perez good luck well im still planning big present give mom love mom,1,0,1,1
cant go weekend hour exam next week get uni next sat though good,0,1,1,1
bad see listen xd cant really catch theyre say tho,0,1,1,-1
slightly later plan gunna get essay do day,0,-1,0,0
company last two place ive work,0,-1,0,0
wont need hug anymore,-1,1,-1,0
congratulation win indie award,1,-1,1,1
always make bad decision,-1,-1,-1,-1
eat,0,0,0,0
aww suck,-1,1,-1,-1
haha bet man make heel im sorry hurt though hope feel well,0,0,1,0
thanks much follow much wish productive start day,1,1,1,1
omg know many word time go here word money ball key,0,1,0,0
tummy bug lame get hour sleep,-1,1,-1,-1
saw toy story trailer get epic take l,1,-1,0,1
get home dinner mommy new grandma id rather hollywood right,0,0,0,1
classic believe check youtube google etc number dont lie actually perform last night,0,1,1,0
work,0,1,0,0
anytime need car dammit,-1,-1,0,-1
oh good god cramp,-1,0,1,-1
oh thats good top one bakery inside body forget,1,-1,0,-1
almost many live eagle cam,0,1,0,1
couple guy similar mod may mine saw think mine best im,0,1,1,1
_xo hey hey ur follow ur gna tweet alot haha normal person wud im normal,0,-1,1,0
movie sad cry,-1,0,-1,-1
know ive barely see anyone since get paris yesterday ive walk around,0,1,0,0
watch final,0,0,0,0
lol well learn somethin new thx,1,-1,1,1
every damage ugly love bug,-1,-1,-1,-1
say couldnt share info kill evil want info give,-1,1,-1,-1
pot meet sure,0,-1,1,-1
sweetie pie married ppl share include ur shoe collection,0,1,1,0
im glad im fine thanks another night full,1,-1,1,1
monday good,1,-1,1,1
im fourth row back,0,1,0,0
make get home wango tango wonderful day,1,1,1,1
monday morning slept like give break,-1,-1,0,0
try figure work boo,0,-1,0,0
ugh want thing go back normal miss best friend,-1,1,1,-1
school right,0,1,0,0
midnight,0,-1,0,0
wonder life care beyond sux mommy,-1,1,-1,-1
hahaha super late thank,0,-1,1,1
spoke soon weekend may delayed like min aaaah get b lose,-1,-1,-1,-1
good break yet,1,1,1,1
feel like nine one guess love make money,1,-1,1,1
back home moment iï½m speak aunt backround miss little horse,-1,-1,-1,-1
lol love gold thing,0,1,1,0
dinner folk tonight pour rain,0,1,0,0
project go wait another month manager think need load time prepare,0,0,0,0
ugh lose remote get ta actually move change channel wtf,-1,0,-1,-1
im proud o x edit pc much behind,-1,1,1,1
always,0,1,0,0
ill take sound great,1,1,1,1
soooooooo happen power,0,0,0,0
oh trouble,-1,0,-1,-1
youre reason cant get,-1,-1,0,0
yeah also paper one final left algebra take birthday june,0,-1,1,0
miss coffee,-1,0,-1,-1
take back colorado belong,0,0,0,0
hope go well,1,-1,1,1
cant open eye properly maybe sleep lil longer itll fix,-1,1,0,-1
yep itï½s mother day well family ignore celebrate every day lol,0,0,1,0
watch,0,-1,0,0
good theyre still dont like think,0,1,1,1
glad say hi last night dont want flu sry really,0,-1,1,0
war week episode,0,1,-1,0
feel way item grape strange true,0,1,1,-1
home sick im point weekend ruin,-1,1,-1,-1
mean im tire sooooo freakin love,0,-1,1,0
need know good,1,0,1,1
hmmm go sleep saturday work watch episode one tree hill one tree hill think,0,-1,0,-1
saw nd june make think jenny miss much,-1,-1,-1,-1
im pray family im sorry loss,-1,-1,-1,-1
happy get big choice make,-1,0,1,1
home time long moon tonight tuesday oh drummer boy,1,-1,0,1
guy drinking left,0,0,0,0
still awake work good,-1,1,1,1
dont want though wish slept woke ive get work later first read twilight,-1,1,-1,0
im bad day,-1,0,-1,-1
hang beach married man,0,-1,0,0
computer piss gig ram dual core vista freeze want win,-1,0,1,-1
_cullen _cullen family girl love u guy smile,1,0,1,1
yea really need learn,0,-1,0,0
dont feel good,-1,-1,-1,-1
finally,0,0,0,0
horrible nightmare gon na go back sleep,-1,0,-1,-1
luck,0,1,1,1
really cant much exercise come already also still look rent place fun time,1,1,1,1
phone dead suck,-1,0,-1,-1
shes shes perfect im,0,-1,1,1
sorry im back food call good hi sorry havent say sooner lol,0,-1,0,-1
please,0,-1,1,0
found parent put dog tomorrow morning upset,-1,1,-1,-1
get ready work think im catch cold yay get ta pull hour shift holla ya sometime tomorrow peace,0,-1,1,0
day start pm work less hour,-1,1,0,-1
lol leave kid internet kid stupid thing,-1,0,-1,-1
people,0,1,0,0
im probs gon na wait come dvd x,0,1,0,0
haha rite im listenin time,0,1,1,0
back miss already check new giant purple bow gold wing necklace,-1,0,-1,-1
swollen,-1,-1,0,-1
gah need concentrate visit site time heh,-1,0,-1,-1
wish stuck pile box sore back load tesco blue bag fill kitchen,-1,1,-1,-1
hey guess number plate well dunno number,0,0,1,0
sad nothing,-1,-1,-1,-1
la bound,0,0,0,0
vega,-1,0,0,0
energy increase thankfully cough isnt go away,0,1,1,0
listen miley cyrus cd love,1,0,1,1
mask mo didnt send one havent bother make one im wear boy clothes,1,-1,1,0
mean fam minus,0,0,0,0
thanks test stuff lol,1,-1,1,1
katie dog weight well im ft quite good,1,0,1,1
happy mother day mama nite tweeple,1,-1,1,1
clean whole come home go make mess mom didnt even get see,-1,-1,1,-1
omg almost comment bday joe turn,0,1,0,0
kid strong,1,-1,1,0
sunburn hurt,-1,1,-1,-1
good morning hope good day today although monday positive,1,1,1,1
church hour well hurry get sleep,0,-1,1,0
well one thing might brand public state,0,1,-1,0
really best night ever,1,1,1,1
repeat final second game please official anyway happy mother day,0,1,1,1
woken finally long night tea toast tv come,0,0,0,0
thanks ill check ill stay thursday night though,1,0,-1,1
work,0,-1,0,0
amount cup coffee youre theory,0,0,0,0
morning david safe journey enjoy time state,1,0,1,1
please eat head,1,0,1,0
ok thought,0,1,1,0
flight head yall min,0,0,0,0
concert please explain im,0,0,1,0
lol get ta share,0,1,1,0
goodbye picnic today weather,1,1,0,1
mom season weed get burnt family friend mobile home,-1,-1,1,-1
forgot put get car,0,-1,0,0
eat something,0,0,0,0
youve get love fly bad ive see dead hill,0,1,-1,0
drove,0,0,0,0
oh im kitty right lot weight last wks good,-1,-1,1,1
hope great weekend congratulation,1,0,1,1
u,0,1,0,0
little girl holly find time aw shell get load vote bet,0,0,0,0
sm manage crash phone,-1,0,-1,-1
watch,0,0,0,0
drive home rain,0,1,0,0
get tht,0,-1,0,0
lol go buy new laptop already knew lol look anyway walk away,-1,1,1,0
heard single wait month disappointed,-1,-1,-1,-1
think order day maybe get something,0,0,0,0
finally ubuntu arrive,0,0,0,0
exact time steph,0,1,0,1
def cheese onion however back state month find bag taste great,1,0,1,1
take back drop last night,0,1,-1,0
try sleep without pill work wide awake late take ill sleep til pm,-1,1,-1,0
